,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
4982,尊敬的董秘 您好~ 请问贵司资产负债表中2018-2020均无有息负债项目，现金流量表中2018-2020也无借款流水（除2019年有一笔9000万的无息借款），那么请问2018-2020中合并利润表中 为何都有利息费用，且2018-2019产生了财务费用，这个费用是出自何处呢,感谢您的关注！公司利息费用主要由票据贴现等业务产生，具体请您关注公司审计报告、定期报告等。,Positive,Positive,4,3
4983,你好，我是一名东阿忠实消费者，提两点建议：1、阿胶枣冻的包装质量很好，但是开口设计不合理，设计的斜口手撕后也有不便，建议修改为平口的；同时单只20g分量感觉略少，建议增加为25g~30g；2、芝麻丸味道好，最近也卖的特别好，单盒数量在14颗左右，个数略少，总给人一种分量不足的感觉（与价格无关），建议增加到18-20颗。,感谢您对东阿阿胶的支持，您的建议我们会及时转告相关部门。谢谢！,Negative,Positive,4,3
4984,董秘您好，请问最新一期的股东人数是多少？,您好，感谢您的关注。详见公司于定期报告披露的相关数据。,Positive,Positive,1,1
4985,请问贵公司什么时候发一季度的业绩预告？,您好，公司将于2022年4月29日披露《2022年一季报》。谢谢关注！,Positive,Positive,4,3
4986,13日夜间阿里纳制药被辉瑞2倍溢价67亿美元收购受到了国际国内资本市场强烈关注，阿里纳制药主要致力于开发一类重要的药物—G蛋白偶联受体（鸟嘌呤核苷酸结合蛋白），从贵司网站上查询公司的的主要酶制剂包括腺嘌呤核苷酸，鸟嘌呤和腺嘌呤是DAN的主要组成部分，核苷酸企业面临前所未有的机遇，对此贵司有何长远规划,尊敬的投资者，感谢您的支持与关注。未来公司将结合市场需求、行业与技术发展趋势及公司战略规划等合理布局生物酶领域的产品。,Positive,Positive,4,3
4987,请问公司好鸭这个品牌这两年是不是一年不如一年？,尊敬的投资者，您好！目前公司无“好鸭”品牌，调熟板块目前主要以“爱鸭”、“益客多”等品牌运营，爱鸭业务是公司重要业务板块，近年来整体处于稳健提升状态，公司后期将根据爱鸭的发展规划，进一步推动爱鸭业务的成长。感谢您的关注和支持！,Positive,Positive,4,3
4988,贵公司的产品有用于汽车内饰吗？,尊敬的投资者您好！公司产品的下游应用领域广泛，主要包括墙布、窗帘窗纱、沙发布等家纺面料、阻燃遮光面料、汽车高铁内饰、装饰材料及户外用品等多个领域。感谢您的关注！,Positive,Positive,4,3
4989,董秘您好，请问贵公司的产品能否应用于风电领域？是否与风电公司开展合作？如若开展合作，有哪些合作项目？,尊敬的投资者您好，感谢您对公司的关注。在风电业务领域，公司已能够提供包括：风电场集中监控、风电机组分析系统、风功率预测、风机故障预警等系列新能源发电自动化产品；公司相关产品已在大唐、华能等大型发电企业和地方新能源发电企业的上百家风电场成功应用。谢谢。,Positive,Positive,4,3
4990,请问董秘，数字人民币校园应用落地，主要基于什么平台使用？目前易校园的使用情况怎么样？一旦数字人民币全方位推开，公司的软硬件能支持数字人民币在全社会的场景应用吗？,您好！公司数字人民币校园场景应用基于自主研发的正元智慧融合智能服务平台使用，公司已完成数字人民币智能终端研发及商业银行数字人民币系统的对接开发，并掌握数字人民币应用相关的软硬件技术，具备社会场景应用功能。公司易校园APP注册用户超1300万，日活跃用户近300万。谢谢您的关注！,Positive,Positive,4,3
4991,贵司一季报的收入和利润较去年四季度环比有明显下滑啊，请问贵司有无信心今年二季度恢复到去年四季度的业绩水平或者超过？ 有信心的话理由是什么？麻烦解释下，给点依据，谢谢！,尊敬的投资者，您好！公司一直致力于提升业绩回报投资者。公司管理层预计，2022年度公司实现营业收入30.00亿元，净利润5.00亿元。谢谢！,Positive,Positive,4,3
4992,请问比亚迪刀片电池电解液是公司供应的吗？比亚迪是公司大客户吗？,尊敬的投资者，感谢您的关注，比亚迪是公司的客户之一。,Positive,Positive,4,2
4993,你好！截止2022年1月20日，公司股东人数多少？,尊敬的投资者，您好！根据有关规定，股东提出查阅股东名册等有关信息，应当向公司提供证明其持有公司股份的持股证明和有效证件，经公司核实股东身份后提供。您可将您的相关信息发到公司邮箱，经公司核实股东身份后予以提供，敬请谅解！,Positive,Positive,4,3
4994,公司开发的区块链彩票在哪些国家进行发行和销售，可以接入数字人民币吗,您好，尊敬的投资者。公司的区块链即开型纸质彩票产品已在柬埔寨上线，有助于公司海外市场拓展战略的实施和公司即开型区块链彩票产品及应用的快速落实，进一步夯实公司在彩票行业的核心竞争力，对公司打造彩票全产业链产生积极影响。再次感谢您对公司的关注。,Positive,Positive,4,2
4995,贵司之前公告减持的两位股东现在减持到什么程度了？,您好，公司暂未收到股东减持股份通知，公司将根据证监会及交易所关于董事减持的相关规定，在减持数量过半或时间过半的时间节点披露减持进展情况。,Positive,Positive,4,3
4996,股权激励第一年上半年就利润大降，请问这情况公司对此后续经营有什么打算,您好，公司管理层对公司长期发展有着坚定的信心，一直致力于抓住市场机遇、带领公司业务实现长远发展回馈投资者。感谢您的关注。,Positive,Positive,1,1
4997,请问在营收中VR芯片占比多少？,尊敬的投资者，感谢您对公司的关注。相关应用占公司业务比重较小。详细情况请留意公司定期报告。,Positive,Positive,4,3
4998,您好，请问截止10月20日最新股东人数，谢谢您4,您好，截止2021年10月20日，公司股东人数为6.92万户，谢谢！,Positive,Positive,4,3
4999,你好，公司第三季度报什么时候出,您好，公司三季报已于10月26日披露，相见巨潮资讯网。,Positive,Positive,4,3
5000,请问公司在新能源汽车方面有哪些布局？是否有新能源车电池方面打算？,尊敬的投资者您好，未来新能源汽车领域是公司重点发展方向之一，公司在新能源汽车方面也已经开展相关零部件配套业务，与新能源汽车相关的客户合作正在有序推进中，公司也将积极关注新能源车电池方面的市场动态，积极发展新的盈利增长点，进一步提高上市公司的经营效益，为全体股东带来良好回报，谢谢关注。,Positive,Positive,4,3
5001,在安防镜头领域，公司具有绝对优势。但就如你们所说12月份开始受降库存因素开始下滑，1月份预计也不不是很乐观，那这个去库存化周期预计要多久。还有就是公司光学基础雄厚，激光雷达等传感器业务是否可以投入研发，目前看安防领域是不是已经到头了，面临全面下滑风险。,您好！下游客户去库存周期请您向有关企业了解，以便获得更准确的信息，我们认为是暂时现象，安防领域多年来呈现稳增长态势，小城镇、农村渗透率较低，企业级应用增长较快，智慧城市、平安城市建设不可逆转，智能、安全主题渗透到社会生活的方方面面，存量镜头也会逐步更新换代，安防只会进步不会倒退。激光雷达传感与光学传感具有很强的互补性，多传感器融合也是未来智能驾驶的必由之路，非常感谢您的建议！,Positive,Positive,4,3
5002,董秘大人，贵司在新年有什么战略布局和规划？如何把握“适度超前发展大基建”的历史机遇？,投资者您好！神州高铁作为轨道交通运营检修装备与数据、线路运营、维保服务领军企业，在确保铁路市场及城轨市场的稳定增长基础上，逐步进军专用线整线运营维保和大型工矿企业智能物流装备两大蓝海市场，为公司良性持续增长增添动力。此外，公司也将积极把握政策红利，持续推动公司业绩稳定增长。感谢您的关注。,Positive,Positive,4,3
5003,您好董秘!恳请回答贵公司医药中间体下游客户主要为国内原料药厂商。国内原料药厂商是否是上市公司呢?,您好，公司医药中间体下游客户中含有上市公司。感谢您对公司的关注，谢谢！,Positive,Positive,4,3
5004,董秘，您好！公司应收账款相比去年大幅增长，请问公司有能力把应收账款全部收回吗？甲方的还款信用如何？,您好。公司2021年半年度应收账款与去年末相比基本持平，应收账款情况无重大变动。公司的客户大多为国际知名客户，信誉良好，期末应收账款余额基本都在信用账期内，坏账风险很低。感谢您的关注。,Positive,Positive,4,3
5005,您好！继贵司成立元宇宙联盟之后，中移动也成立了元宇宙联盟，这是否是一种趋势，贵司作为国内第一家成立元宇宙产业联盟的主力军，这是否对于贵司是千载难遇的一次良机,尊敬的投资者，你好。目前，无锡市元宇宙创新联盟成员近120家，宝通科技为第一届联盟理事长单位。作为企业，我们更关注的是数字化商业场景与生态，相关技术在工业互联网和移动互联网业务方面的应用落地与协同发展。敬请投资者注意投资风险，感谢您对宝通科技的关注和支持！,Positive,Positive,4,3
5006,请问在网上有报道公司在10月中旬向国家药品监督管理局申请PD-L1抗体注射液的二期临床，请问这个消息是否属实？谢谢,您好，在研产品在取得重大进展或阶段性重大成果时，公司会按照交易所的要求及时公告，相关信息以公司正式披露的公告为准，谢谢。,Positive,Positive,1,1
5007,董秘您好，贵司什么时候披露2021年报业绩预告？,您好，业绩预告如披露需在1月底之前，公司未披露业绩预告，谢谢关注。,Positive,Positive,4,3
5008,公司的区块链技术和产品是否可用于打假溯源？,您好！公司主要是落地和推进区块链技术在金融行业的应用，如分布式架构下数据的强一致、高可用等。具体案例包括：上海城商联的银行汇票系统，基于区块链底层设计的供应链金融领域的蒙华铁路项目等。公司下属子公司大陆云盾已打造特色智能化司法产品，如智慧司法数据库、区块链司法存证平台、电子数据保全与鉴证平台、数字智能一体化办案平台等，并在重庆、海南、广州、武汉等地仲裁委、法院试点应用。谢谢！,Positive,Positive,4,3
5009,董秘您好，华为FusionSolar全场景智能光储解决方案，涵盖了大型地面电站、行业绿电、家庭绿电、混电去油四大应用场景，助力零碳发电，消除电力鸿沟。请问公司是否与华在FusionSolar方案层面有合作？期待您的回复。,尊敬的投资者，您好！上市公司相关情况有指定的信息披露渠道，敬请您关注上市公司公告，不要轻信市场传言。感谢您的关注！,Positive,Positive,1,1
5010,董秘您好，请问公司项目进度怎么样，能不能搞快点，熊猫都么得吃了。,尊敬的投资者您好，感谢您的建议。公司有完善的项目进度规划和执行准则，公司会一如既往的坚持效率和质量“两手都要抓，两手都要硬”的项目执行方针。谢谢！,Positive,Positive,1,1
5011,你好董秘，请问贵司是不是属于高能耗企业？,您好，公司能耗显著低于我国单位GDP能耗水平。谢谢您的关注。,Positive,Positive,4,3
5012,按照公司规划和布局，现有产能预计需要多长时间能够满产？,您好，目前公司的生产基地有深圳、杭州、越南一期和二期、罗马尼亚和意大利。 基于目前的产能能够满足未来2-3年的生产需求。公司也会根据企业发展情况规划和布局生产产能，满足未来发展需求。谢谢！,Positive,Positive,4,3
5013,请问最新股东人数,尊敬的投资者，您好！感谢您对公司的关注！公司相关信息请以公司在深圳证券交易所网站披露的公告内容为准。,Positive,Positive,1,1
5014,请问公司近几年为何对子公司东智公司一直大幅投入资金？为何如今都是存货和欠款？前期不是说都是按合同约定生产产品吗？请问公司是哪方面被骗了呢？我们公司一直没有对东智公司进行调查管理吗？ 是否任其要钱就给不对账？,特发东智的销售收入曾在公司销售总收入中占有较大比例，资金需求相应较多，面对元器件供求关系波动较大的情况也需要提前做一定规模的备货。,Positive,Positive,4,2
5015,公司和转基因种子产品和大北农比有哪些优势？后面会和大北农公司有相关方面合作吗？,您好！公司是首批获农业部颁证的农作物种子“育繁推一体化”企业、国家高新技术企业、国家企业技术中心、第六批农业产业化国家重点龙头企业、安徽省农业产业化重点龙头企业、合肥市重点龙头企业，是农业部和地方政府重点支持的种业企业之一，被中国种子协会认定为“中国种业信用明星企业”；公司与大北农在亲本种子试验、品种授权及水稻种子销售等方面都有相关合作。谢谢！,Positive,Positive,4,3
5016,国家提倡适度超前发展新基建，贵公司是否考虑为了企业未来，为了符合国家规划，适度跨界参与其中,您好！新型基础设施建设（简称：新基建），主要包括5G基站建设、特高压、城际高速铁路和城市轨道交通、新能源汽车充电桩、大数据中心、人工智能、工业互联网等七大领域。公司主要从事建筑设计业务的研发、咨询与技术服务。公司从事的建筑设计业务以方案设计为轴心，并聚焦于概念设计、方案设计、初步设计等建筑设计的前端各环节。通常而言，建筑设计类企业与上述七大门类的新型基础设施建设不存在较大业务关联度。未来，公司将继续深耕于建筑方案设计这一业务核心，并积极延伸产业链布局，大力拓展相关服务领域。同时，聚焦于五个关键性的业务布局点：一是聚焦于设计的前端，即高创意的方案阶段；二是聚焦于包括超高层、大型城市商业综合体等在内的专业技术难度高、对替代外资品牌具有标杆意义的领域；三是聚焦于包括高品质绿色住宅、新城开发及功能混合型社区等在内的民用建筑新业态；四是聚焦于建筑师负责制工程管理模式的建立和完善，汇聚高创意与高专业度专家型人才，构筑起人才高地；五是聚焦于新技术、新工艺、新材料、新结构的研发和运用，以技术创新促进产品创新。谢谢！,Positive,Positive,4,3
5017,董秘您好：请问截止到2022年4月30号，贵司股东人数是多少？,"您好，截止到4月29日，公司股东人数37,703人。",Positive,Positive,4,3
5018,请问公司的“驾驶舱控制分系统＂是运用在所有飞机中，还是特定类型的部分飞机中？,您好，感谢您对公司的关注。公司“驾驶舱控制分系统＂理论上可应用于所有机型，目前主要配套于运输机，其他机型正在积极研制。,Positive,Positive,4,3
5019,请问公司的IC封装基板的主要客户有哪些？占公司营业收入多少？市场占比份额如何？国内仅有的三家具备量产的，除贵公司外，另外两家是？,尊敬的投资者，您好！公司IC封装基板客户主要有三星、长电、华天、瑞芯微电子、紫光、西部数据、OSE、Amkor等。根据公司《2021年半年度报告》披露的数据，IC封装基板业务在报告期内占营业收入12.46%。目前国内可实现IC封装基板量产的另外两家友商为深南电路、珠海越亚。感谢您对公司的关注！,Positive,Positive,4,2
5020,2021年公司收到拆迁款和各类补偿款项总计多少钱？,尊敬的投资者您好，公司收到拆迁款和各类补偿款的情况请查阅公司定期报告和临时公告，感谢您的关注！,Positive,Positive,1,1
5021,您好，董秘！请问贵公司年前订单量如何？是否供不应求？,您好！公司目前生产经营正常，各项业务均正常有序推进，感谢您的关注！,Positive,Positive,4,1
5022,请问贵公司的产品可应用于AR或VR的场景吗？公司有没有虚拟现实的技术储备或研发计划？,尊敬的投资者，您好。公司目前没有AR/VR设备产品，公司始终将创新作为公司发展的核心竞争力，并持续关注新技术的发展与应用，公司目前主营业务是智能视听硬件产品，公司将会基于目前产业布局和经营规划积极发展。谢谢您对公司的关注。,Positive,Positive,4,2
5023,新冠特效药问世，疫情快要结束，请问公司有何促进旅游安排？,尊敬的投资您好！自疫情发生以来，公司根据疫情发展的不同阶段，积极制定调整符合疫情防控政策的营销方案，做好市场研判，及时推出符合市场预期的旅游产品，努力将疫情带来的影响降到最低。在做好疫情防控工作的基础上，推进新项目建设，争取按计划完成项目建设，并投入运营。谢谢！,Positive,Positive,4,3
5024,董秘你好， 贵司有布局参与2022北京冬奥会的冰雪运动吗？ 『锋尚互娱』打造的虚拟音乐会，类似元宇宙虚拟展示技术，期待中！,尊敬的投资者您好！由公司全资子公司锋尚互娱倾力打造的首个冬季冰雪运动IP虚拟音乐会《2022冬奥冰雪主题虚拟交互音乐嘉年华——集光之夜》将于1月28日线上直播。详情请您关注公司公众号“锋尚文化FSC”。感谢您的关注！,Positive,Positive,4,3
5025,董秘，您好，关于特斯拉在海马厂区注册新公司，是否有相关合作，烦请回复,感谢您的提问。公司始终持开放态度，积极开展对外合作。目前，公司正在积极利用自有厂区条件与优势，与合作伙伴开展场地租赁、体验中心与服务中心打造等方面合作业务。争取通过相关合作，为公司所在地新能源汽车产业发展做出应有贡献。谢谢！,Positive,Positive,1,1
5026,尊敬的董秘。请问公司的产品应用于风电和光伏的架设吗？谢谢回答,您好，公司主要从事镀锌钢丝、镀锌钢绞线、钢帘线、胶管钢丝、预应力钢绞线、金刚线等金属制品的生产和销售，公司产品主要应用于电力电缆、特高压工程、汽车轮胎、橡胶软管、高速公路、高速铁路、城际轨道交通、桥梁、水坝及光伏太阳能用晶硅片切割等领域。感谢您对公司的关注！,Positive,Positive,3,2
5027,贵公司的出口额及财务数据是否虚报，为何人民币贬值受益概念添加不了,尊敬的投资者，您好。各证券交易软件中的股票概念为运营方自主添加，您可以向相关运营方进行咨询。公司严格按照法律法规真实、准确、完整和及时的披露公司信息。感谢您的关注。,Positive,Positive,4,3
5028,RAY1216作为贵司自研拥有自主知识产权的新冠特效药，公司在二级市场表现远远比不上只是代理的新华制药以及华润双鹤，公司应该主动做好机构投资者的沟通，良好的二级市场行情也是对公司新冠药的一个很好宣传。,感谢您的建议，公司股价受到二级市场多重因素影响。公司采用多种形式开展投资者交流会以促进投资者对公司的了解，如实地调研、业绩说明会等。同时，公司欢迎投资者前来公司现场了解情况。谢谢！,Negative,Positive,4,3
5029,您好！请问我公司有没有研发石墨烯轮胎？,尊敬的投资者，您好！公司目前没有研发石墨烯轮胎。,Positive,Positive,4,3
5030,公司与华为汽车显示屏幕是否有相关合作？请简单介绍下,您好，感谢对天马公司的关注。公司车载显示业务自2020年登顶全球第一，目前持续保持强劲增长。公司与全球主流车厂（包括新能源）均保持良好的合作，亦积极支持客户在新领域的拓展。,Positive,Positive,1,1
5031,近日MLCC龙头日本村田宣布扩产，请问奥德维的MLCC类设备如六面体检测设备，测试机，测包机等是否有对接日本的厂商把贵司的产品推荐试用进行测试验证？以及接下来几年国内MLCC厂商的大规模扩产贵司是否有做好充足准备争取继续维持贵司的设备在该行业的领军地位？,您好。感谢您的关注，目前该子公司主要客户为内资企业，并将根据行业发展情况持续拓展新客户。未来将持续做好准备，应对行业发展带来的机会。祝您投资顺利，谢谢。,Positive,Positive,4,3
5032,尊敬的董秘，您好，请问截止12月20日，贵司股东户数是多少？谢谢。,"尊敬的投资者您好！ 截止2021年12月20日止，公司股东户数为16,120户。 谢谢您对公司的关心与支持！",Positive,Positive,4,3
5033,董秘您好，截至今日 依然实现不了冰墩墩自由，网传公司故意压货制造供应紧张，请问是否属实?,您好，鉴于市场对冰墩墩的需求火爆导致供不应求，为应对这种局面，公司已安排多个工厂大量生产冰墩墩雪容融相关冬奥特许商品，订单已经排期到4月，公司已经近期分批次陆续投放市场和订单交付，以满足广大消费者对冰墩墩雪容融相关产品的需求。感谢您的关注！,Positive,Positive,4,3
5034,您好，请问苏泊尔公司披露向SEB集团销售产品协议价毛利率是18%，为何年报数据21年外销毛利率为14.93%，低于协议价毛利率很多？,尊敬的投资者，您好！您问题中提及的外销毛利率为公司整体的外销毛利率而非公司向SEB集团销售产品的毛利率。去年原材料价格大幅上涨对公司出口SEB集团的毛利率有一定影响。感谢您的关注！,Positive,Positive,4,3
5035,请问董秘，为何中报毛利率降低这么多，是否是原材料上涨？再者电商平台的毛利率下降最为明显，这又为何？,尊敬的投资者您好，本期毛利率下降系大型品牌推广活动中低毛利产品占比较大所致，电商平台毛利率下降系去年同期高毛利高推广费用产品占比较高，而本期低毛利率产品占比较高所致，感谢您对公司的关注，提前祝您和家人中秋快乐，国庆佳节快乐！,Positive,Positive,4,3
5036,您好，请问公司目前毫米波雷达的客户有哪些？能否透露一下。,您好，感谢您对公司的关注。目前公司毫米波雷达的下游客户为国内整车厂商及后装市场。目前阶段，公司客户或合作伙伴信息属于商业秘密，请理解不能告知。谢谢。,Positive,Positive,4,3
5037,请问公司产品是否应用新能源汽车，在哪些品牌合作了,您好，新能源、自动驾驶汽车的快速兴起将带动车载显示需求提升。公司车载液晶显示屏已经在部分热销新能源汽车车型中量产使用。谢谢！,Positive,Positive,4,2
5038,董秘你好，贵公司连续三年净利润为负，会被ST的风险吗？,您好，非常感谢您对上市公司的关注。根据《深圳证券交易所股票上市规则（2022年修订）》9.8.1条规定：上市公司出现下列情形之一的，本所对其股票交易实施其他风险警示：（一）公司存在资金占用且情形严重；（二）公司违反规定程序对外提供担保且情形严重；（三）公司董事会、股东大会无法正常召开会议并形成决议；（四）公司最近一年被出具无法表示意见或者否定意见的内部控制审计报告或者鉴证报告；（五）公司生产经营活动受到严重影响且预计在三个月内不能恢复正常；（六）公司主要银行账号被冻结；（七）公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性；（八）本所认定的其他情形。请关注公司定期报告。谢谢。,Positive,Positive,2,2
5039,董秘您好！请问贵公司2022年在海上风电装备产业链上有兼并重组的计划吗？贵公司套筒，桩基产品与同行业国际巨头相比有哪些短板？,尊敬的投资者，您好！公司暂无并购重组计划。公司所生产产品能够基本覆盖市场上各类客户的技术要求及产品特殊要求，谢谢您的关注！,Positive,Positive,4,3
5040,董秘，你好，现在公司主营哪个年龄段的服装，，,感谢对美邦服饰的关注。美邦服饰主营品牌有如下四个：1）美特斯邦威品牌：致力于推广年轻人喜欢的青年文化，以打造年轻人的潮流休闲风格，高性比的产品作为品牌产品核心策略，从产品到品牌构建贴近年轻人的生活状态。目标消费群体：15-25岁；2）MECITY品牌：定位新奢，主打时尚、高品质，目标消费者的年龄定位在25-35岁； 3）童装品牌MECITYKIDS米喜迪：定位精致、时尚，聚焦5-14岁儿童；4）童装品牌moomoo：主打舒适、自然、趣味，覆盖1-14岁儿童。,Positive,Positive,4,3
5041,六年没有研报了？公司是怎么和投资机构沟通的？做点工作宣传自己那么难么？,您好，公司欢迎包括投资机构在内的广大投资者通过各种合理方式与公司互动交流。,Negative,Positive,4,3
5042,董秘你好公司生产的伟哥市场上为什么买不到。修正亮哥是公司生产的吗？,您好！公司全资子公司常山生化药业（江苏）有限公司生产的枸橼酸西地那非（商品名：万业强），在部分药店和线上平台有售。修正亮哥是常山生化药业（江苏）有限公司生产。感谢您的关注！,Positive,Positive,4,3
5043,在公司5大类产品中没看到7-去氢胆固醇，请问这是属于5大类中的哪类？,尊敬的投资者：您好，7-去氢胆固醇是生产VD3的重要中间体。谢谢。,Positive,Positive,4,3
5044,您好董秘，公司正实施MPCVD法大单晶金刚石项目，MPCVD金刚石沉积设备是自产的还是采购的？,您好，公司MPCVD设备有外购的，也有自制的，感谢您的关注。,Positive,Positive,4,3
5045,公司名下控股的子公司和孙公司加起来怕有二三十家。请问这二三十家每年能为公司产生多大利润出来？如果无法产生利润出来，公司要成立这么多子公司和孙公司出来做什么用？,尊敬的投资者您好，公司业务覆盖全球120多个国家和地区，各子（分）公司在整个集团中承担其相应职能，并发挥不同价值。公司的子（分）公司包含销售类、采购类、生产类等。除此之外，一部分独立核算子公司拥有自己的研产销体系，并开始为集团贡献利润，同时，个别子公司目前尚处成长培育期，具备较好的发展前景。感谢您对公司的关注！,Positive,Positive,4,2
5046,您好！看到贵司退税对于公司总体业绩有积极作用，但是据我所知，国家在软件方面的税率为6%，而贵司之前在16%甚至17%，是不是因为贵司开发的软件与硬件设备结合销售而得来的税率？税率变成13%后，总体业绩报表是否得到修正？,您好，感谢您的关注！公司根据《关于软件产品增值税政策的通知》（财税 [2011]100号）规定：增值税一般纳税人销售自行开发生产的软件产品，对其增值税实际税负超过3%的部分实行即征即退政策。谢谢！,Positive,Positive,4,2
5047,您好，请问公司今年车载15寸以上大屏截至今年第三季度销售情况如何？占公司营收多大比重？相比去年增长多少？,尊敬的投资者，您好！大屏同比去年增长趋势明显，后续订单中大屏占比比例逐步增加，谢谢！,Positive,Positive,4,2
5048,董秘好！人民币贬值对公司有何影响？疫情影响如何？,您好，人民币一定幅度的贬值对出口业务有积极影响。在疫情方面，公司海宁生产基地受短暂的影响，很快恢复到正常水平，重庆生产基地不存在疫情影响生产的情况。谢谢您的关注！,Positive,Positive,4,3
5049,面对跌跌不休的股价，请问贵公司是否考虑回购股份?,感谢您对公司的关注，谢谢！,Positive,Positive,1,1
5050,董秘你好：请问贵司有家用版自测新冠检测试剂吗？如果有，在国外或者国内有没有申请审批？,尊敬的投资者您好！公司的新冠抗原自测产品已进入奥地利白名单，并在澳大利亚等海外国家进行申报。感谢您的关注！,Positive,Positive,4,3
5051,董秘您好，双碳国家战略深入人心，大合肥20年快速发展，新能源和新能源汽车积极布局产业链，政绩卓著。科大智能拥有中科大，合工大，安大等安徽顶级人才资源，同时在新能源和新能源汽车整个产业链占据基础建设的重要一环，前期可期。请问贵公司是否考虑将总部迁入合肥，深度融入安徽大发展中来？谢谢！,您好，感谢您的意见和建议。公司目前部分控股子公司位于安徽省合肥市，主要业务包括智能电气、充电桩、巡检机器人等。谢谢！,Positive,Positive,4,3
5052,请解释一下为何西部证券的市盈率如此之高,感谢您的提问，公司运营目前一切正常，不存在应披露而未披露事项。,Positive,Positive,1,1
5053,董秘：您好！请问生产六氟磷酸锂过程中产生的废酸是怎样处理的？废酸能提取盐酸吗？公司有盐酸销售收入吗？如有，盐酸销售收入占六氟磷酸锂销售收入比重是多少？谢谢,您好，生产六氟磷酸锂过程中产生的废酸提取有用的原料后，视市场情况而定直接对外销售或生产成水处理剂销售。,Positive,Positive,4,2
5054,董秘您好，请问贵公司有没有互联网+医疗、医患信息管理平台等智慧医院解决方案？,您好，感谢您对公司的关注。公司目前已有互联网+医疗、医患信息管理平台等智慧医院解决方案。谢谢！,Positive,Positive,4,3
5055,请问三季度盈利增速明显放缓，一直已来公司都是满产阶段，请问是何原因,感谢您对公司的关注。第三季度同比增速放缓主要是受国内电站规模启动节奏有所滞后、原材料大幅上涨、海运费上涨等多重因素所致，但相较二季度，第三季度环比增长101.97%，实现较大增长。谢谢！,Positive,Positive,4,3
5056,您好！“东数西算”工程是国家总体布局设计的一体化大数据中心体系，从产业链上划分，“东数西算”上游主要是网络设备，微模块，供配电，制冷散热等基建设备，中游是相关的运营商和IDC服务商，下游主要应用于互联网，政府，金融相关企业。公司是国内少数具备通信网络技术服务业务全面覆盖的企业，服务内容贯穿了通信网络工程、通信网络维护和通信网络优化的全部过程，公司是否将根据市场需求结合自身优势，积极参与争取该新基建,感谢您的关注。公司也在密切关注相关政策和行业发展趋势，积极把握政策机遇，促进公司的发展。,Positive,Positive,1,1
5057,贵公司2021年收购的天津有容蒂康通讯技术公司在2021年效益如何？,尊敬的投资者，感谢您的关注。天津有容蒂康通讯技术有限公司在2021年的效益敬请参见公司于2022年4月29日披露的《2021年年度报告》中“第三节管理层讨论与分析——九、主要控股参股公司分析”。,Positive,Positive,4,3
5058,董秘您好，请问截止目前股东人数是多少，谢谢,您好，截至11月10日，公司股东总户数33707户，机构3010户，谢谢！,Positive,Positive,4,3
5059,您好，请问，贵公司截止12月20日股东人数是多少？谢谢！,"您好!截至2021年12月20日,公司股东人数为27000多户,感谢您的关注!",Positive,Positive,4,3
5060,领导，你好，公司上市将近三十年了，是否有通过定增等途径进行再融资计划？,尊敬的投资者您好，感谢您的关注。谢谢。,Positive,Positive,1,1
5061,董秘您好，给贵公司提个建议，贵公司的微信公众号是展示贵公司实力的一个平台，请贵公司多发一些积极的新闻，而不是固定的每个节日发个祝福，谢谢！,尊敬的投资者，感谢您的建议。,Negative,Positive,4,3
5062,"为啥营收获利那么多,分红那么少?这个具体分红的规则是什么呢?",您好，公司分红要考虑长远发展，未来锂盐产线建设和资源布局的资金需求较大，按照《公司章程》可以不进行分红。公司考虑到投资者的利益，所以也进行了一定比例的分红，感谢理解！,Positive,Positive,4,3
5063,公司在印尼镍矿开采加工进展缓慢，要不提前锁定市场和特斯拉和宁德时代签订战略合作协议。,尊敬的投资者您好：感谢您的宝贵建议。,Negative,Positive,4,3
5064,新疆沙漠里建公路 请问森远有参与吗？后期会关注吗？,您好，公司未参与。感谢关注！,Positive,Positive,4,2
5065,钠离子电池拥有廉价的成本优势，未来有望占据大量市场份额，请问公司有没有对钠离子电池材料进行布局，有没有相关研发成果。,感谢您的提问！公司长期从事于氟化工的精细化学品生产，构筑了完善、领先、高效的研发体系，在持续创新的研发理念下，已掌握了多项核心技术。公司已布局投资建设250吨钠离子电池材料项目。谢谢！,Positive,Positive,4,3
5066,公司的vr产品有供货给华为吗？,投资者，您好！公司为华为的供应商提供平板精密结构件和手机精密结构件，应用于终端品牌华为产品。感谢您对公司的关注！,Positive,Positive,3,3
5067,"董秘你好,看见公司控股衡阳恒荣高纯半导体材料有限公司,可以介绍一下公司在半导体领域的发展规划吗",尊敬的投资者您好，衡阳恒荣高纯半导体材料有限公司主要从事区熔锗锭及高纯二氧化锗的生产和销售，相关产品及业务情况已经在招股书上做详细披露，如有新的重要发展规划公司将按照有关规则及时披露。感谢您的关注。,Positive,Positive,4,3
